image_name,label
SARS-10.1148rg.242035193-g04mr34g0-Fig8a-day0.jpeg,1
SARS-10.1148rg.242035193-g04mr34g0-Fig8b-day5.jpeg,1
SARS-10.1148rg.242035193-g04mr34g0-Fig8c-day10.jpeg,1
SARS-10.1148rg.242035193-g04mr34g04a-Fig4a-day7.jpeg,1
SARS-10.1148rg.242035193-g04mr34g04b-Fig4b-day12.jpeg,1
SARS-10.1148rg.242035193-g04mr34g07a-Fig7a-day5.jpeg,1
SARS-10.1148rg.242035193-g04mr34g07b-Fig7b-day12.jpeg,1
SARS-10.1148rg.242035193-g04mr34g09a-Fig9a-day17.jpeg,1
SARS-10.1148rg.242035193-g04mr34g09b-Fig9b-day19.jpeg,1
SARS-10.1148rg.242035193-g04mr34g09c-Fig9c-day27.jpeg,1
streptococcus-pneumoniae-pneumonia-1.jpg,1
pneumonia-7.jpg,1
pneumococcal-pneumonia-day0.jpg,1
pneumococcal-pneumonia-day7.jpg,1
pneumococcal-pneumonia-day35.jpg,1
parapneumonic-effusion-1-PA.png,1
right-upper-lobe-pneumonia-9-PA.jpg,1
chlamydia-pneumonia-PA.png,1
aspiration-pneumonia-5-day0.jpg,1
aspiration-pneumonia-5-day3.jpg,1
aspiration-pneumonia-5-day10.jpg,1
aspiration-pneumonia-5-day27.jpg,1
cavitating-pneumonia-4-day0-PA.jpg,1
cavitating-pneumonia-4-day28-PA.png,1
klebsiella-pneumonia-1.jpg,1
legionella-pneumonia-1.png,1
legionella-pneumonia-2.jpg,1
wong-0000.jpg,1
wong-0002.jpg,1
wong-0003.jpg,1
wong-0004.jpg,1
wong-0005.jpg,1
16646_1_1.jpg,1
000001-19.jpg,1
000006-12.jpg,1
000010-5.jpg,1
000011-6.jpg,1
000012-3.jpg,1
000001-27.jpg,1
f6ece95b172eadba762bf3daef7441_jumbo-1.jpeg,1
000004.jpg,1
000005.jpg,1
000003.jpg,1
000004.png,1
4c8dee3d9fe81567b98ed1b0b2b4c6_jumbo.JPG,1
3e9d9c9b02b9bcd81c851134667e76_jumbo.jpg,1
2fc8a7c61c76f13ee7f9306b44e792_jumbo.jpg,1
92d755fba55c3305419b5cac83fbf5_jumbo.jpg,1
6ffc98957c18d4e3f2da8da48105e3_jumbo.jpg,1
dc025523f07c043550a2c9de68ae50_jumbo.jpeg,1
bdc40f9ad2395d88c92479089f5d1b_jumbo-10.jpeg,1
15d081345df9ca620ebe5e76023775_jumbo-10.jpeg,1
auntminnie-a-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg,2
auntminnie-b-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg,2
auntminnie-c-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg,2
auntminnie-d-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg,2
nejmc2001573_f1a.jpeg,2
nejmc2001573_f1b.jpeg,2
lancet-case2a.jpg,2
lancet-case2b.jpg,2
1-s2.0-S0140673620303706-fx1_lrg.jpg,2
nCoV-radiol.2020200269.fig1-day7.jpeg,2
nejmoa2001191_f1-PA.jpeg,2
nejmoa2001191_f3-PA.jpeg,2
nejmoa2001191_f4.jpeg,2
nejmoa2001191_f5-PA.jpeg,2
ryct.2020200034.fig2.jpeg,2
ryct.2020200034.fig5-day0.jpeg,2
ryct.2020200034.fig5-day4.jpeg,2
ryct.2020200034.fig5-day7.jpeg,2
ryct.2020200028.fig1a.jpeg,2
jkms-35-e79-g001-l-a.jpg,2
jkms-35-e79-g001-l-b.jpg,2
jkms-35-e79-g001-l-c.jpg,2
radiol.2020200490.fig3.jpeg,2
covid-19-pneumonia-2.jpg,2
covid-19-pneumonia-7-PA.jpg,2
covid-19-pneumonia-14-PA.png,2
covid-19-pneumonia-12.jpg,2
all14238-fig-0001-m-b.jpg,2
all14238-fig-0001-m-c.jpg,2
all14238-fig-0002-m-d.jpg,2
all14238-fig-0002-m-e.jpg,2
all14238-fig-0002-m-f.jpg,2
1-s2.0-S1684118220300608-main.pdf-001.jpg,2
1-s2.0-S1684118220300608-main.pdf-002.jpg,2
ciaa199.pdf-001-a.png,2
ciaa199.pdf-001-b.png,2
kjr-21-e24-g001-l-a.jpg,2
kjr-21-e24-g002-l-a.jpg,2
kjr-21-e24-g003-l-a.jpg,2
1-s2.0-S1684118220300682-main.pdf-002-a1.png,2
1-s2.0-S1684118220300682-main.pdf-002-a2.png,2
1-s2.0-S1684118220300682-main.pdf-003-b1.png,2
1-s2.0-S1684118220300682-main.pdf-003-b2.png,2
gr1_lrg-a.jpg,2
gr1_lrg-b.jpg,2
41591_2020_819_Fig1_HTML.webp-day5.png,2
41591_2020_819_Fig1_HTML.webp-day10.png,2
5e6dd879fde9502400e58b2f.jpeg,2
covid-19-pneumonia-19.jpg,2
kjr-21-e25-g001-l-a.jpg,2
figure1-5e73d7ae897e27ff066a30cb-98.jpeg,2
figure1-5e75d0940b71e1b702629659-98-right.jpeg,2
figure1-5e71be566aa8714a04de3386-98-left.jpeg,2
covid-19-pneumonia-30-PA.jpg,2
58cb9263f16e94305c730685358e4e_jumbo.jpeg,2
9fdd3c3032296fd04d2cad5d9070d4_jumbo.jpeg,2
covid-19-pneumonia-rapidly-progressive-admission.jpg,2
covid-19-pneumonia-rapidly-progressive-12-hours.jpg,2
covid-19-pneumonia-rapidly-progressive-3-days.jpg,2
covid-19-infection-exclusive-gastrointestinal-symptoms-pa.png,2
covid-19-pneumonia-28.png,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-000-fig1a.png,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-000-fig1b.png,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-001-fig2a.png,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-001-fig2b.png,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-002-fig3a.png,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-002-fig3b.png,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-003-fig4a.png,2
1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-003-fig4b.png,2
covid-19-pneumonia-24-day6.jpg,2
covid-19-pneumonia-24-day7.jpg,2
covid-19-pneumonia-24-day12.jpg,2
4e43e48d52c9e2d4c6c1fb9bc1544f_jumbo.jpeg,2
covid-19-pneumonia-53.jpg,2
post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day1.jpg,2
post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day6-1.jpg,2
post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day6-2.jpg,2
post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day7.jpg,2
covid-19-pneumonia-49-day4.jpg,2
covid-19-pneumonia-49-day8.jpg,2
covid-19-pneumonia-40.jpg,2
covid-19-pneumonia-42.jpeg,2
da9e9aac-de8c-44c7-ba57-e7cc8e4caaba.annot.original.jpeg,2
4ad30bc6-2da0-4f84-bc9b-62acabfd518a.annot.original.png,2
fff49165-b22d-4bb4-b9d1-d5d62c52436c.annot.original.png,2
radiol.2020201160.fig2a.jpeg,2
radiol.2020201160.fig2b.jpeg,2
radiol.2020201160.fig2c.jpeg,2
radiol.2020201160.fig2d.jpeg,2
radiol.2020201160.fig3a.jpeg,2
radiol.2020201160.fig3b.jpeg,2
radiol.2020201160.fig3c.jpeg,2
radiol.2020201160.fig3d.jpeg,2
radiol.2020201160.fig6b.jpeg,2
ryct.2020003.fig2-a.png,2
ryct.2020003.fig2-b.png,2
ryct.2020003.fig2-c.png,2
radiol.2020200274.fig3d.png,2
covid-19-pneumonia-8.jpg,2
covid-19-pneumonia-22-day1-pa.png,2
covid-19-pneumonia-22-day2-pa.png,2
covid-19-pneumonia-34.png,2
covid-19-pneumonia-38-pa.jpg,2
covid-19-pneumonia-35-1.jpg,2
covid-19-pneumonia-35-2.jpg,2
covid-19-pneumonia-41-day-0.jpg,2
covid-19-pneumonia-41-day-2.jpg,2
covid-19-pneumonia-58-day-3.jpg,2
covid-19-pneumonia-58-day-7.jpg,2
covid-19-pneumonia-58-day-9.jpg,2
covid-19-pneumonia-58-day-10.jpg,2
covid-19-pneumonia-bilateral.jpg,2
ajr.20.23034.pdf-001.png,2
ajr.20.23034.pdf-003.png,2
yxppt-2020-02-19_00-51-27_287214-day8.jpg,2
yxppt-2020-02-19_00-51-27_287214-day10.jpg,2
yxppt-2020-02-19_00-51-27_287214-day12.jpg,2
ae6c954c0039de4b5edee53865ffee43-e6c8-0.jpg,2
6b3bdbc31f65230b8cdcc3cef5f8ba8a-40ac-0.jpg,2
67d668e570c242404ba82c7cbe2ca8f2-05be-0.jpg,2
67d668e570c242404ba82c7cbe2ca8f2-0015-0.jpg,2
AR-1.jpg,2
AR-2.jpg,2
2-chest-filmc.jpg,2
paving.jpg,2
7-fatal-covid19.jpg,2
extubation-1.jpg,2
extubation-4.jpg,2
extubation-8.jpg,2
extubation-13.jpg,2
covid-19-pneumonia-101.png,2
covid-19-pneumonia-93.png,2
covid-19-pneumonia-progression-and-regression-day1.jpg,2
covid-19-pneumonia-progression-and-regression-day6.jpg,2
covid-19-pneumonia-progression-and-regression-day11.jpg,2
covid-19-pneumonia-progression-and-regression-day13.jpg,2
covid-19-pneumonia-progression-and-regression-day20.jpg,2
covid-19-pneumonia-progression-and-regression-day24.jpg,2
covid-19-pneumonia-progression-and-regression-day28.jpg,2
nejmoa2001017_f1-a.png,2
nejmoa2001017_f1-b.png,2
68_2020_1364_Fig1_HTML-a.png,2
68_2020_1364_Fig1_HTML-b.png,2
68_2020_1364_Fig1_HTML-c.png,2
270_2020_2470_Fig1_HTML-a.png,2
270_2020_2470_Fig1_HTML-b.png,2
296_2020_4584_Fig2_HTML-a.png,2
296_2020_4584_Fig2_HTML-b.png,2
296_2020_4584_Fig2_HTML-c.png,2
701_2020_4374_Fig2_HTML.png,2
nejmoa2004500_f1-a.png,2
nejmoa2004500_f1-b.png,2
11547_2020_1200_Fig3_HTML-a.png,2
11547_2020_1200_Fig3_HTML-b.png,2
11547_2020_1200_Fig3_HTML-c.png,2
11547_2020_1200_Fig2_HTML-a.png,2
11547_2020_1200_Fig2_HTML-b.png,2
11547_2020_1202_Fig1_HTML-a.png,2
11547_2020_1202_Fig1_HTML-b.png,2
11547_2020_1203_Fig1_HTML-a.png,2
11547_2020_1203_Fig1_HTML-b.png,2
11547_2020_1203_Fig1_HTML-c.png,2
11547_2020_1203_Fig1_HTML-d.png,2
11547_2020_1203_Fig2_HTML-a.png,2
11547_2020_1203_Fig2_HTML-b.png,2
11547_2020_1203_Fig2_HTML-c.png,2
11547_2020_1203_Fig2_HTML-d.png,2
1-s2.0-S0735675720302746-gr1_lrg.jpg,2
1-s2.0-S0196070920301691-gr3_lrg.jpg,2
10.1016-slash-j.anl.2020.04.002-a.png,2
10.1016-slash-j.anl.2020.04.002-b.png,2
10.1016-slash-j.anl.2020.04.002-c.png,2
1-s2.0-S0889159120306851-gr2b_lrg.jpg,2
10.1016-slash-j.cardfail.2020.04.007-a.png,2
10.1016-slash-j.cardfail.2020.04.007-b.png,2
10.1016-slash-j.chest.2020.04.024.png,2
1-s2.0-S1931312820301852-gr1_lrg-a.png,2
1-s2.0-S1931312820301852-gr1_lrg-b.png,2
1-s2.0-S1931312820301852-gr1_lrg-c.png,2
1-s2.0-S1521661620303314-gr1_lrg-a.png,2
1-s2.0-S1521661620303314-gr1_lrg-b.png,2
10.1016-slash-j.crad.2020.04.002-a.png,2
10.1016-slash-j.crad.2020.04.002-b.png,2
10.1016-slash-j.healun.2020.04.004.jpg,2
10.1016-slash-j.hrcr.2020.04.015-a.png,2
10.1016-slash-j.hrcr.2020.04.015-b.png,2
10.1016-slash-j.hrcr.2020.04.015-fig3-b.png,2
1-s2.0-S2214250920300706-gr1_lrg.jpg,2
1-s2.0-S2214250920300706-gr2_lrg.jpg,2
1-s2.0-S2214250920300706-gr5_lrg.jpg,2
1-s2.0-S2214250920300834-gr1_lrg-b.png,2
1-s2.0-S2214250920300834-gr1_lrg-c.png,2
1-s2.0-S2213716520301168-gr1_lrg-a.png,2
1-s2.0-S2213716520301168-gr1_lrg-b.png,2
10.1016-slash-j.jhin.2020.03.036.png,2
1-s2.0-S1341321X20301124-gr3_lrg-c.png,2
1-s2.0-S1341321X20301124-gr3_lrg-d.png,2
